sample_id,circuit,fault,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17
71,RC,drift,3.93812,2.700385151803012,2.4568509250286366,1.1206977738284796,0.0706532663316583,0.09022613065326633,-0.5308201678844015,-0.8909988164594296,52.368421052631575,266565.89382531535,131.7628596553021,240.1601426754574,0.6744108321978532,1458.4159936156354,0.005,1.458354930358941,3.8554831620292225
72,RC,drift,3.858829,2.6280134415981946,2.3867509915896115,1.0999428864112872,0.07113065326633167,0.09070351758793971,-0.5068518984981872,-0.9182965213397418,52.368421052631575,252062.58527466567,132.1926919211592,240.4267159519703,0.6838705440326694,1381.2909298441577,0.005,1.4683444684564855,3.774352352286757
73,RC,drift,3.781436,2.559081189966481,2.320282713961537,1.079437197863565,0.07113065326633167,0.09070351758793971,-0.48492948218100673,-0.9421561491864092,52.368421052631575,238653.97931205475,132.59259271746737,240.6740513486853,0.6926712973834167,1309.779307368052,0.005,1.4776537824692968,3.695426160844024
74,RC,drift,3.706037,2.4933856290054353,2.2571989256576943,1.059256770070685,0.07160804020100503,0.09070351758793971,-0.46480440383439187,-0.9631278783107993,52.368421052631575,226240.1170366475,132.96546513281007,240.90412610435615,0.7008774136799623,1243.394378986166,0.005,1.4863473009902075,3.6187642844898718
75,RC,drift,3.632686,2.4307340673717572,2.1972702698167526,1.0394572947750473,0.07208542713567839,0.09118090452261307,-0.44626655178450253,-0.9816568954414473,52.368421052631575,214730.9658149415,133.31377308957332,241.11851847474966,0.7085453747170536,1181.6936212563292,0.005,1.4944810494748442,3.544390280712321
76,RC,drift,3.561408,2.3709444312504755,2.140284419347804,1.0200784775568366,0.07256281407035176,0.09118090452261307,-0.42913697875336787,-0.9981062151491962,52.368421052631575,204045.5036242256,133.63977047384924,241.31874753561,0.715724960790885,1124.275499215528,0.005,1.502105217253723,3.4723013245004752
77,RC,drift,3.492205,2.3138455389383523,2.08604520353351,1.0011476349069353,0.07304020100502512,0.09118090452261307,-0.4132623592438304,-1.0127742533522444,52.368421052631575,194110.85918855297,133.9454280500205,241.50606461316326,0.7224602728546387,1070.7762356129826,0.005,1.5092645300784888,3.4024744713226602
78,RC,drift,3.42506,2.259276741819687,2.034371428509295,0.9826821902285758,0.07304020100502513,0.09118090452261307,-0.3985109567444703,-1.0259078477822379,52.368421052631575,184861.45495827423,134.232507896494,241.68164780823315,0.7287902685105433,1020.8662792254759,0.005,1.515998432861907,3.33487136309826
79,RC,drift,3.359945,2.207087826494816,1.9850959344853152,0.9646920776867007,0.07304020100502513,0.09118090452261307,-0.3847683326745495,-1.0377127462420623,52.368421052631575,176238.27964592795,134.50262484409512,241.84654091006206,0.7347497279094284,974.2473347723223,0.005,1.52234313454399,3.2694429965888334
80,RC,drift,3.29682,2.157138451968966,1.938064455076521,0.9471813284329546,0.0735175879396985,0.09118090452261307,-0.3719352191419449,-1.0483617061968904,52.368421052631575,168188.17814423458,134.75718085684744,242.00165538155798,0.7403696331232174,930.6492601926135,0.005,1.5283302733724715,3.2061326078974255
81,RC,drift,3.235638,2.1092976126595326,1.8931346167321932,0.930149311509425,0.0735175879396985,0.09165829145728643,-0.35992489733375294,-1.058000057821233,52.368421052631575,160663.22671374388,134.99743796446228,242.14780772885507,0.7456776054228181,889.827283754241,0.005,1.5339883668290448,3.144877919811213
82,RC,drift,3.176347,2.0634431664447788,1.8501749576915558,0.913591991579778,0.07399497487437186,0.09165829145728643,-0.3486610607910714,-1.0667514329932952,52.368421052631575,153620.17810528717,135.22452732879125,242.28571108608347,0.7506985056947927,851.5595402295312,0.005,1.5393430997533628,3.085613308159304
